NUM_OPER;FECHA_CORTE;PRODUCTO_COD;TIPOPERSONACOD;MONTOCREDITO;FECHACONCESION;FECHAVENCIMIENTO;PLAZO_ORIGINAL_MESES;PLAZO;MONTOCUOTA;PERIOD_PAGO;TIPOTASACOD;TASAINTERES;TIPOCREDITOCOD;CALIFICACIONCOD;SALDOCAPITAL_POR_VENCER;SALDOCAPITAL_VENCIDO;SALDOCAPITAL_ND;SALDOCAPITAL_JUDICIAL;SALDOCASTIGADO;SALDOTOTAL;DIASMORA;MORAMAXIMA;MORAPROMEDIO;NUMERORENEGOCIACION;NUMEROVECESMORA_30;NUMEROVECESMORA_60;NUMEROVECESMORA_90;NUMEROVECESMORA_180;NUMEROVECESMORA_360;NUMEROVECESMORA_MAS360
4282;31/1/2020;PROD_2;N;20000.0;16/10/2019;16/10/2024;60;1827;461.34;MENS;V;14.9;CONSUMO;A1;19010.4;0.0;0.0;0.0;0;19010.4;0;0;0;0;0;0;0;0;0;0
4285;31/1/2020;PROD_2;N;6500.0;17/10/2019;26/10/2021;24;740;311.41;MENS;V;14.9;CONSUMO;A1;5723.22;0.0;0.0;0.0;0;5723.22;0;0;0;0;0;0;0;0;0;0
4287;31/1/2020;PROD_2;N;10000.0;17/10/2019;17/10/2022;36;1096;341.08;MENS;V;14.9;CONSUMO;A1;9156.93;0.0;0.0;0.0;0;9156.93;0;0;0;0;0;0;0;0;0;0
4288;31/1/2020;PROD_2;N;10000.0;17/10/2019;1/11/2023;49;1476;273.42;MENS;V;14.9;CONSUMO;A1;9600.28;0.0;0.0;0.0;0;9600.28;0;0;0;0;0;0;0;0;0;0
4294;31/1/2020;PROD_2;N;2000.0;18/10/2019;18/4/2021;18;548;123.43;MENS;V;14.9;CONSUMO;A1;1691.38;0.0;0.0;0.0;0;1691.38;0;0;0;0;0;0;0;0;0;0
4295;31/1/2020;PROD_2;N;1000.0;18/10/2019;29/6/2020;8;255;130.71;MENS;V;14.9;CONSUMO;A1;657.55;0.0;0.0;0.0;0;657.55;0;0;0;0;0;0;0;0;0;0
4297;31/1/2020;PROD_2;N;8000.0;19/10/2019;4/11/2022;37;1112;274.31;MENS;V;14.9;CONSUMO;A1;7585.76;0.0;0.0;0.0;0;7585.76;0;0;0;0;0;0;0;0;0;0
4299;31/1/2020;PROD_2;N;6000.0;19/10/2019;19/10/2022;36;1096;204.65;MENS;V;14.9;CONSUMO;A1;5523.4;0.0;0.0;0.0;0;5523.4;0;0;0;0;0;0;0;0;0;0
4302;31/1/2020;PROD_2;N;5000.0;21/10/2019;28/10/2021;24;738;239.55;MENS;V;14.9;CONSUMO;A1;4415.65;0.0;0.0;0.0;0;4415.65;0;0;0;0;0;0;0;0;0;0
4303;31/1/2020;PROD_2;N;15000.0;22/10/2019;28/10/2021;24;737;718.65;MENS;V;14.9;CONSUMO;A1;13246.94;0.0;0.0;0.0;0;13246.94;0;0;0;0;0;0;0;0;0;0
4306;31/1/2020;PROD_2;N;1000.0;22/10/2019;5/3/2020;5;135;256.55;MENS;V;14.9;CONSUMO;A1;570.41;0.0;0.0;0.0;0;570.41;0;0;0;0;0;0;0;0;0;0
4311;31/1/2020;PROD_2;N;8000.0;23/10/2019;5/5/2022;31;925;318.77;MENS;V;14.9;CONSUMO;A1;7510.19;0.0;0.0;0.0;0;7510.19;0;0;0;0;0;0;0;0;0;0
4318;31/1/2020;PROD_2;N;20000.0;25/10/2019;26/11/2024;61;1859;463.51;MENS;V;14.9;CONSUMO;A1;19342.21;0.0;0.0;0.0;0;19342.21;0;0;0;0;0;0;0;0;0;0
4320;31/1/2020;PROD_2;N;13000.0;25/10/2019;25/10/2024;60;1827;299.87;MENS;V;14.9;CONSUMO;B2;12351.34;209.91;0.0;0.0;0;12561.25;35;35;12;0;1;0;0;0;0;0
4329;31/1/2020;PROD_2;N;15000.0;29/10/2019;10/11/2024;61;1839;347.63;MENS;V;14.9;CONSUMO;A1;14463.19;0.0;0.0;0.0;0;14463.19;0;0;0;0;0;0;0;0;0;0
4331;31/1/2020;PROD_2;N;30000.0;30/10/2019;5/5/2024;55;1649;747.07;MENS;V;14.9;CONSUMO;A1;28101.28;0.0;0.0;0.0;0;28101.28;0;0;0;0;0;0;0;0;0;0
4335;31/1/2020;PROD_2;N;4000.0;30/10/2019;14/11/2021;25;746;192.72;MENS;V;14.9;CONSUMO;B2;3698.43;134.9;0.0;0.0;0;3833.33;40;40;13;0;1;0;0;0;0;0
4337;31/1/2020;PROD_2;N;76000.0;31/10/2019;10/11/2025;73;2202;1535.97;MENS;V;14.9;CONSUMO;A1;71275.32;0.0;0.0;0.0;0;71275.32;0;0;0;0;0;0;0;0;0;0
4343;31/1/2020;PROD_2;N;2970.0;31/10/2019;3/7/2020;9;246;390.61;MENS;V;14.9;CONSUMO;A1;2325.32;0.0;0.0;0.0;0;2325.32;0;2;1;0;0;0;0;0;0;0
4347;31/1/2020;PROD_2;N;9000.0;7/11/2019;7/11/2023;48;1461;244.21;MENS;V;14.9;CONSUMO;A1;8641.55;0.0;0.0;0.0;0;8641.55;0;0;0;0;0;0;0;0;0;0
4348;31/1/2020;PROD_2;N;2000.0;12/11/2019;27/5/2021;18;562;124.15;MENS;V;14.9;CONSUMO;A1;1801.99;0.0;0.0;0.0;0;1801.99;0;0;0;0;0;0;0;0;0;0
4349;31/1/2020;PROD_2;N;15000.0;13/11/2019;15/11/2023;48;1463;410.13;MENS;V;14.9;CONSUMO;A1;14400.41;0.0;0.0;0.0;0;14400.41;0;0;0;0;0;0;0;0;0;0
4350;31/1/2020;PROD_2;N;10000.0;14/11/2019;20/11/2022;36;1102;342.89;MENS;V;14.9;CONSUMO;A1;9482.2;0.0;0.0;0.0;0;9482.2;0;0;0;0;0;0;0;0;0;0
4351;31/1/2020;PROD_2;N;15000.0;14/11/2019;26/11/2023;48;1473;410.13;MENS;V;14.9;CONSUMO;A1;14400.41;0.0;0.0;0.0;0;14400.41;0;0;0;0;0;0;0;0;0;0
4352;31/1/2020;PROD_2;N;20000.0;15/11/2019;16/11/2025;72;2193;407.95;MENS;V;14.9;CONSUMO;A3;19436.66;285.56;0.0;0.0;0;19722.22;12;12;6;0;0;0;0;0;0;0
4353;31/1/2020;PROD_2;N;1000.0;15/11/2019;10/6/2020;7;208;1086.51;VCTO;V;14.9;CONSUMO;A1;239.44;0.0;0.0;0.0;0;239.44;0;0;0;0;0;0;0;0;0;0
4360;31/1/2020;PROD_2;N;15000.0;20/11/2019;26/11/2024;60;1833;347.63;MENS;V;14.9;CONSUMO;A1;14506.66;0.0;0.0;0.0;0;14506.66;0;0;0;0;0;0;0;0;0;0
4361;31/1/2020;PROD_2;N;10000.0;20/11/2019;30/11/2021;24;741;486.15;MENS;V;14.9;CONSUMO;A1;9300.43;0.0;0.0;0.0;0;9300.43;0;1;0;0;0;0;0;0;0;0
4363;31/1/2020;PROD_2;N;7000.0;20/11/2019;30/11/2021;24;741;337.25;MENS;V;14.9;CONSUMO;A1;6452.45;0.0;0.0;0.0;0;6452.45;0;0;0;0;0;0;0;0;0;0
4364;31/1/2020;PROD_2;N;2300.0;21/11/2019;5/12/2021;25;745;112.0;MENS;V;14.9;CONSUMO;A1;2221.6;0.0;0.0;0.0;0;2221.6;0;0;0;0;0;0;0;0;0;0
4365;31/1/2020;PROD_2;N;3000.0;22/11/2019;30/5/2021;18;555;186.21;MENS;V;14.9;CONSUMO;A1;2702.98;0.0;0.0;0.0;0;2702.98;0;0;0;0;0;0;0;0;0;0
4367;31/1/2020;PROD_2;N;5000.0;22/11/2019;26/5/2022;30;916;199.23;MENS;V;14.9;CONSUMO;A1;4688.84;0.0;0.0;0.0;0;4688.84;0;0;0;0;0;0;0;0;0;0
4371;31/1/2020;PROD_2;N;22000.0;26/11/2019;30/11/2025;72;2196;448.73;MENS;V;14.9;CONSUMO;A1;21380.33;0.0;0.0;0.0;0;21380.33;0;0;0;0;0;0;0;0;0;0
4372;31/1/2020;PROD_2;N;8000.0;26/11/2019;10/12/2022;37;1110;277.04;MENS;V;14.9;CONSUMO;A1;7806.07;0.0;0.0;0.0;0;7806.07;0;0;0;0;0;0;0;0;0;0
4375;31/1/2020;PROD_2;N;10000.0;26/11/2019;7/12/2022;37;1107;345.96;MENS;V;14.9;CONSUMO;A1;9757.83;0.0;0.0;0.0;0;9757.83;0;0;0;0;0;0;0;0;0;0
4380;31/1/2020;PROD_2;N;8000.0;30/11/2019;14/12/2022;37;1110;277.04;MENS;V;14.9;CONSUMO;A1;7806.07;0.0;0.0;0.0;0;7806.07;0;0;0;0;0;0;0;0;0;0
4381;31/1/2020;PROD_2;N;5000.0;4/12/2019;15/12/2021;24;742;243.21;MENS;V;14.9;CONSUMO;A1;4829.75;0.0;0.0;0.0;0;4829.75;0;0;0;0;0;0;0;0;0;0
4382;31/1/2020;PROD_2;N;15000.0;5/12/2019;5/1/2025;61;1858;352.41;MENS;V;14.9;CONSUMO;A1;14753.31;0.0;0.0;0.0;0;14753.31;0;0;0;0;0;0;0;0;0;0
4383;31/1/2020;PROD_2;N;25000.0;6/12/2019;10/12/2025;72;2196;512.77;MENS;V;14.9;CONSUMO;A1;24641.06;0.0;0.0;0.0;0;24641.06;0;0;0;0;0;0;0;0;0;0
4384;31/1/2020;PROD_2;N;1000.0;11/12/2019;11/6/2020;6;183;174.28;MENS;V;14.9;CONSUMO;A1;878.0;0.0;0.0;0.0;0;878.0;0;0;0;0;0;0;0;0;0;0
4385;31/1/2020;PROD_2;N;10000.0;11/12/2019;15/12/2022;36;1100;345.15;MENS;V;14.9;CONSUMO;A1;9758.4;0.0;0.0;0.0;0;9758.4;0;0;0;0;0;0;0;0;0;0
4386;31/1/2020;PROD_2;N;1500.0;12/12/2019;12/3/2021;15;456;110.43;MENS;V;14.9;CONSUMO;A1;1422.7;0.0;0.0;0.0;0;1422.7;0;0;0;0;0;0;0;0;0;0
4387;31/1/2020;PROD_2;N;30000.0;13/12/2019;13/12/2025;72;2192;614.64;MENS;V;14.9;CONSUMO;A1;29569.75;0.0;0.0;0.0;0;29569.75;0;0;0;0;0;0;0;0;0;0
4388;31/1/2020;PROD_2;N;3000.0;13/12/2019;15/12/2021;24;733;145.46;MENS;V;14.9;CONSUMO;A1;2898.18;0.0;0.0;0.0;0;2898.18;0;0;0;0;0;0;0;0;0;0
4389;31/1/2020;PROD_2;N;10000.0;14/12/2019;15/12/2022;36;1097;344.81;MENS;V;14.9;CONSUMO;A1;9758.63;0.0;0.0;0.0;0;9758.63;0;0;0;0;0;0;0;0;0;0
4390;31/1/2020;PROD_2;N;10000.0;14/12/2019;27/6/2023;42;1291;306.02;MENS;V;14.9;CONSUMO;A1;9785.79;0.0;0.0;0.0;0;9785.79;0;0;0;0;0;0;0;0;0;0
4391;31/1/2020;PROD_2;N;8000.0;18/12/2019;28/6/2023;42;1288;244.58;MENS;V;14.9;CONSUMO;A1;7828.79;0.0;0.0;0.0;0;7828.79;0;0;0;0;0;0;0;0;0;0
4392;31/1/2020;PROD_2;N;6000.0;18/12/2019;26/12/2022;36;1104;207.37;MENS;V;14.9;CONSUMO;A1;5854.84;0.0;0.0;0.0;0;5854.84;0;0;0;0;0;0;0;0;0;0
4393;31/1/2020;PROD_2;N;8000.0;19/12/2019;26/12/2022;36;1103;276.4;MENS;V;14.9;CONSUMO;A1;7806.52;0.0;0.0;0.0;0;7806.52;0;0;0;0;0;0;0;0;0;0
4394;31/1/2020;PROD_2;N;1000.0;19/12/2019;28/12/2020;12;375;90.71;MENS;V;14.9;CONSUMO;A1;936.5;0.0;0.0;0.0;0;936.5;0;0;0;0;0;0;0;0;0;0
4395;31/1/2020;PROD_2;N;10000.0;24/12/2019;26/6/2023;42;1280;304.94;MENS;V;14.9;CONSUMO;A1;9786.54;0.0;0.0;0.0;0;9786.54;0;0;0;0;0;0;0;0;0;0
4396;31/1/2020;PROD_2;N;10000.0;27/12/2019;30/7/2022;31;946;390.17;MENS;V;14.9;CONSUMO;A1;9726.88;0.0;0.0;0.0;0;9726.88;0;0;0;0;0;0;0;0;0;0
4397;31/1/2020;PROD_2;N;3000.0;27/12/2019;19/2/2020;2;54;3068.3;VCTO;V;14.9;CONSUMO;A1;852.19;0.0;0.0;0.0;0;852.19;0;0;0;0;0;0;0;0;0;0
4398;31/1/2020;PROD_2;N;20000.0;30/12/2019;10/1/2025;61;1838;467.12;MENS;V;14.9;CONSUMO;A1;19673.02;0.0;0.0;0.0;0;19673.02;0;0;0;0;0;0;0;0;0;0
4399;31/1/2020;PROD_2;N;500.0;30/12/2019;30/10/2020;10;305;53.47;MENS;V;14.9;CONSUMO;A1;462.57;0.0;0.0;0.0;0;462.57;0;0;0;0;0;0;0;0;0;0
4403;31/1/2020;PROD_1;N;70000.0;20/2/2017;5/3/2022;61;1839;1592.18;MENS;V;14.9;CONSUMO;E;0.0;31500.09;32666.56;64166.65;0;128333.3;878;878;399;0;0;0;0;0;0;366
4404;31/1/2020;PROD_1;N;40000.0;27/2/2017;15/3/2022;61;1842;797.56;MENS;V;14.9;CONSUMO;B1;0.0;11.42;18666.56;0.0;0;18677.98;16;46;11;0;1;0;0;0;0;0
4405;31/1/2020;PROD_1;N;12000.0;15/3/2017;15/3/2020;36;1096;342.11;MENS;V;14.9;CONSUMO;A1;760.63;0.0;0.0;0.0;0;760.63;0;134;33;0;0;0;0;0;0;0
4406;31/1/2020;PROD_1;N;70000.0;16/3/2017;26/3/2022;60;1836;1410.73;MENS;V;14.9;CONSUMO;C1;0.0;1462.48;33833.23;35295.71;0;70591.42;66;96;19;0;9;1;1;0;0;0
4409;31/1/2020;PROD_1;N;13000.0;7/4/2017;10/4/2021;48;1464;304.84;MENS;V;16.0;CONSUMO;C1;4390.88;213.39;0.0;0.0;0;4604.27;52;52;10;0;1;0;0;0;0;0
4413;31/1/2020;PROD_1;N;24000.0;28/4/2017;10/5/2021;49;1473;595.04;MENS;V;14.9;CONSUMO;E;0.0;4929.37;9000.0;13929.37;0;27858.74;355;355;106;0;1;1;1;1;0;0
4418;31/1/2020;PROD_1;N;24000.0;31/5/2017;5/6/2022;61;1831;522.59;MENS;V;14.9;CONSUMO;E;0.0;5607.55;12400.0;18007.55;0;36015.1;452;482;174;0;0;0;0;1;1;122
4424;31/1/2020;PROD_1;N;10000.0;23/6/2017;26/6/2021;48;1464;235.98;MENS;V;16.0;CONSUMO;A1;3584.91;0.0;0.0;0.0;0;3584.91;0;37;12;0;1;0;0;0;0;0
4425;31/1/2020;PROD_1;N;34500.0;28/6/2017;7/7/2021;49;1470;812.41;MENS;V;14.9;CONSUMO;A1;13087.56;0.0;0.0;0.0;0;13087.56;0;48;12;0;1;0;0;0;0;0
4426;31/1/2020;PROD_1;N;11300.0;29/6/2017;14/1/2021;43;1295;295.37;MENS;V;16.0;CONSUMO;A1;3290.79;0.0;0.0;0.0;0;3290.79;0;73;17;0;4;1;0;0;0;0
4427;31/1/2020;PROD_1;N;15500.0;29/6/2017;3/7/2020;37;1100;454.6;MENS;V;16.0;CONSUMO;A1;2695.54;0.0;0.0;0.0;0;2695.54;0;77;25;0;1;0;0;0;0;0
4432;31/1/2020;PROD_1;N;33500.0;26/7/2017;26/7/2022;60;1826;685.94;MENS;V;14.9;CONSUMO;D;0.0;13.4;18425.09;0.0;0;18438.49;97;125;27;0;5;2;2;0;0;0
4435;31/1/2020;PROD_1;N;13800.0;2/8/2017;15/2/2021;42;1293;402.28;MENS;V;16.0;CONSUMO;E;0.0;4968.38;4928.61;9896.99;0;19793.98;534;534;233;0;0;0;0;1;1;143
4436;31/1/2020;PROD_1;N;25000.0;2/8/2017;10/8/2022;60;1834;508.82;MENS;V;14.9;CONSUMO;A1;13393.74;0.0;0.0;0.0;0;13393.74;0;168;39;0;2;1;1;0;0;0
4438;31/1/2020;PROD_1;N;58000.0;14/8/2017;15/8/2022;60;1827;1187.59;MENS;V;14.9;CONSUMO;C2;0.0;405.52;31899.91;0.0;0;32305.43;77;77;15;0;3;1;0;0;0;0
4440;31/1/2020;PROD_1;N;16000.0;15/8/2017;15/8/2021;48;1461;382.2;MENS;V;16.0;CONSUMO;A1;6399.22;0.0;0.0;0.0;0;6399.22;0;8;2;0;0;0;0;0;0;0
4441;31/1/2020;PROD_1;N;14000.0;15/8/2017;15/8/2022;60;1826;287.06;MENS;V;16.0;CONSUMO;A1;7265.82;0.0;0.0;0.0;0;7265.82;0;12;3;0;0;0;0;0;0;0
4448;31/1/2020;PROD_1;N;23000.0;8/9/2017;15/9/2021;48;1468;547.84;MENS;V;14.9;CONSUMO;A1;9678.92;0.0;0.0;0.0;0;9678.92;0;6;2;0;0;0;0;0;0;0
4455;31/1/2020;PROD_1;N;23000.0;14/10/2017;26/10/2022;60;1838;473.14;MENS;V;14.9;CONSUMO;A1;13085.55;0.0;0.0;0.0;0;13085.55;0;34;12;0;3;0;0;0;0;0
4460;31/1/2020;PROD_1;N;30000.0;25/10/2017;28/10/2022;60;1829;617.13;MENS;V;14.9;CONSUMO;A1;17068.01;0.0;0.0;0.0;0;17068.01;0;9;3;0;0;0;0;0;0;0
4462;31/1/2020;PROD_1;N;10000.0;1/11/2017;16/11/2021;48;1476;243.24;MENS;V;16.0;CONSUMO;A1;4621.48;0.0;0.0;0.0;0;4621.48;0;66;17;0;2;1;0;0;0;0
4463;31/1/2020;PROD_1;N;30000.0;7/11/2017;7/11/2022;60;1826;617.2;MENS;V;14.9;CONSUMO;A1;17067.96;0.0;0.0;0.0;0;17067.96;0;51;11;0;1;0;0;0;0;0
4484;31/1/2020;PROD_1;N;17000.0;30/1/2018;4/2/2021;37;1101;531.54;MENS;V;16.0;CONSUMO;D;0.0;944.44;7083.38;0.0;0;8027.82;119;119;23;0;1;1;1;0;0;0
4486;31/1/2020;PROD_1;N;23000.0;9/2/2018;15/2/2023;60;1832;487.63;MENS;V;16.0;CONSUMO;A1;14225.4;0.0;0.0;0.0;0;14225.4;0;14;5;0;0;0;0;0;0;0
4487;31/1/2020;PROD_1;N;20000.0;22/2/2018;28/2/2021;36;1102;617.63;MENS;V;16.0;CONSUMO;B2;7900.9;432.34;0.0;0.0;0;8333.24;34;52;13;0;3;0;0;0;0;0
4489;31/1/2020;PROD_1;N;45000.0;2/3/2018;5/3/2022;48;1464;1141.45;MENS;V;16.0;CONSUMO;D;0.0;1725.86;26250.0;27975.86;0;55951.72;118;205;55;0;2;1;2;1;0;0
4493;31/1/2020;PROD_1;N;11000.0;13/3/2018;27/3/2020;24;745;474.54;MENS;V;16.0;CONSUMO;A1;1440.1;0.0;0.0;0.0;0;1440.1;0;40;10;0;0;0;0;0;0;0
4496;31/1/2020;PROD_1;N;45000.0;28/3/2018;30/3/2023;60;1828;964.33;MENS;V;16.0;CONSUMO;A1;29324.97;0.0;0.0;0.0;0;29324.97;0;31;10;0;0;0;0;0;0;0
4503;31/1/2020;PROD_1;N;17000.0;10/5/2018;20/5/2022;48;1471;428.3;MENS;V;16.0;CONSUMO;A1;9970.96;0.0;0.0;0.0;0;9970.96;0;39;10;0;2;0;0;0;0;0
4504;31/1/2020;PROD_1;N;30000.0;18/5/2018;27/5/2021;36;1105;938.09;MENS;V;16.0;CONSUMO;A1;13510.07;0.0;0.0;0.0;0;13510.07;0;33;13;0;5;0;0;0;0;0
4505;31/1/2020;PROD_1;N;26000.0;24/5/2018;28/5/2022;48;1465;662.91;MENS;V;16.0;CONSUMO;C1;15962.2;464.04;0.0;0.0;0;16426.24;64;64;16;0;5;1;0;0;0;0
4508;31/1/2020;PROD_1;N;28000.0;12/6/2018;27/6/2023;60;1841;609.82;MENS;V;16.0;CONSUMO;B2;19639.74;426.87;0.0;0.0;0;20066.61;35;75;22;0;4;1;0;0;0;0
4509;31/1/2020;PROD_1;N;100000.0;14/6/2018;15/6/2023;60;1827;2166.53;MENS;V;16.0;CONSUMO;A1;68483.37;0.0;0.0;0.0;0;68483.37;0;15;5;0;0;0;0;0;0;0
4512;31/1/2020;PROD_1;N;50000.0;24/7/2018;8/8/2022;49;1476;1281.48;MENS;V;16.0;CONSUMO;A1;32157.73;0.0;0.0;0.0;0;32157.73;0;112;26;0;2;1;1;0;0;0
4513;31/1/2020;PROD_1;N;35000.0;24/7/2018;7/8/2021;37;1110;1114.74;MENS;V;16.0;CONSUMO;A1;18664.16;0.0;0.0;0.0;0;18664.16;0;49;15;0;3;0;0;0;0;0
4516;31/1/2020;PROD_1;N;52000.0;30/10/2018;30/10/2022;48;1461;1347.78;MENS;V;16.0;CONSUMO;A1;35889.93;0.0;0.0;0.0;0;35889.93;0;0;0;0;0;0;0;0;0;0
4520;31/1/2020;PROD_1;N;35000.0;15/1/2019;28/1/2023;48;1474;927.44;MENS;V;16.0;CONSUMO;B2;27059.09;649.21;0.0;0.0;0;27708.3;34;34;11;0;1;0;0;0;0;0
4526;31/1/2020;PROD_2;N;20000.0;9/1/2020;9/1/2024;48;1461;555.6;MENS;V;14.9;CONSUMO;A1;20000.0;0.0;0.0;0.0;0;20000.0;0;0;0;0;0;0;0;0;0;0
4527;31/1/2020;PROD_2;N;6000.0;21/1/2020;21/1/2022;24;731;290.63;MENS;V;14.9;CONSUMO;A1;6000.0;0.0;0.0;0.0;0;6000.0;0;0;0;0;0;0;0;0;0;0
4528;31/1/2020;PROD_2;N;7000.0;20/1/2020;20/2/2023;37;1127;237.12;MENS;V;14.9;CONSUMO;A1;7000.0;0.0;0.0;0.0;0;7000.0;0;0;0;0;0;0;0;0;0;0
4529;31/1/2020;PROD_1;N;5000.0;16/1/2020;16/2/2023;37;1127;169.37;MENS;V;14.9;CONSUMO;A1;5000.0;0.0;0.0;0.0;0;5000.0;0;0;0;0;0;0;0;0;0;0
4530;31/1/2020;PROD_2;N;1000.0;5/1/2020;5/11/2020;10;305;106.96;TRIM;V;14.9;CONSUMO;A1;1000.0;0.0;0.0;0.0;0;1000.0;0;0;0;0;0;0;0;0;0;0
